    0.718803700804710388E+02   -0.115957536697387686E+01    0.988473407626151990E+00    0.974352946281433097E+00    0.373171754181385040E+00   -0.237032284025642248E+01
    0.654902422428131104E+02   -0.630619812011718683E+00    0.924242597520351428E+00    0.945085468292236386E+00    0.286466144025325775E+00   -0.185206851977807596E+01
    0.629736417531967163E+02   -0.124140691757202148E+01    0.978471606671810212E+00    0.689377584457397496E+00    0.359085634350776672E+00   -0.140011033464179713E+01
    0.609605598449707031E+02   -0.127969999313354488E+01    0.942556108236312862E+00    0.102503174781799311E+01    0.268101289868354797E+00   -0.845086801966616452E+00
    0.741744562983512878E+02   -0.116308302879333492E+01    0.932710013985633912E+00    0.869131865501403866E+00    0.342587426304817200E+00   -0.540195740107361044E+00
    0.732404789328575134E+02   -0.123366899490356441E+01    0.943155832290649476E+00    0.720601477622985875E+00    0.278477191925048828E+00   -0.236855704641409759E+00
    0.642762690782546997E+02   -0.895756387710571200E+00    0.941540717780590120E+00    0.709782710075378409E+00    0.350055851042270660E+00    0.196785620686048546E+00
    0.653791540861129761E+02   -0.133263998031616193E+01    0.931828957498073596E+00    0.743610491752624503E+00    0.338215000927448273E+00    0.322855476407407638E+00
    0.657453095912933350E+02   -0.909004449844360352E+00    0.926679621338844295E+00    0.932915487289428746E+00    0.282353833317756653E+00    0.327013218471742362E+00
    0.618407571315765381E+02   -0.108581175804138175E+01    0.986676220297813433E+00    0.666354837417602597E+00    0.353719286620616913E+00    0.456776739895739192E+00
    0.677874800562858582E+02   -0.782142162322998047E+00    0.987122490704059663E+00    0.856691970825195326E+00    0.258185677230358124E+00    0.529954224288042175E+00
    0.660048893094062805E+02   -0.619350242614746027E+00    0.993731699585914563E+00    0.748155751228332555E+00    0.357656292617321014E+00    0.620046473121653174E+00
    0.620950537919998169E+02   -0.128264670372009260E+01    0.992920845448970746E+00    0.849634757041931143E+00    0.257464937865734100E+00    0.760191472420166270E+00
    0.679123628139495850E+02   -0.119923272132873526E+01    0.922387192845344539E+00    0.100932284832000740E+01    0.331932224333286285E+00    0.800012107198202149E+00
    0.614190870523452759E+02   -0.106794261932373047E+01    0.983446098566055360E+00    0.967028536796569860E+00    0.357457339763641357E+00    0.889329401968507627E+00
    0.739261990785598755E+02   -0.111305112838745113E+01    0.945204633176326747E+00    0.931503119468688912E+00    0.286416321992874146E+00    0.900611870716579332E+00
    0.627698627114295959E+02   -0.106792168617248517E+01    0.982749931216239991E+00    0.710505332946777313E+00    0.370995037257671356E+00    0.919264045919891637E+00
    0.652443802356719971E+02   -0.128965926170349121E+01    0.982334094941616054E+00    0.847084274291992179E+00    0.253206998109817505E+00    0.922565674371717215E+00
    0.600157383084297180E+02   -0.934627342224121027E+00    0.987191955447196956E+00    0.696284379959106414E+00    0.371414586901664734E+00    0.943908625749974028E+00
    0.700216671824455261E+02   -0.106459345817565909E+01    0.991049043536186169E+00    0.971836986541748105E+00    0.345985174179077148E+00    0.954907973885090522E+00
    0.651489105820655823E+02   -0.937436151504516535E+00    0.922103620767593446E+00    0.693299164772033683E+00    0.266636364161968231E+00    0.998181169150716974E+00
    0.706766268610954285E+02   -0.116655650138854972E+01    0.973700953722000162E+00    0.913260998725891060E+00    0.256623193621635437E+00    0.100184359702992620E+01
    0.716456070542335510E+02   -0.113304781913757324E+01    0.973837116062641117E+00    0.988355627059936515E+00    0.373065128922462463E+00    0.103579632767486118E+01
    0.710125780105590820E+02   -0.128597793579101549E+01    0.973918436169624369E+00    0.877945294380187979E+00    0.332746878266334534E+00    0.105306375781559547E+01
    0.604823702573776245E+02   -0.876450777053833008E+00    0.943698085546493592E+00    0.746253957748413077E+00    0.344434618949890137E+00    0.105900119873294640E+01
    0.643352973461151123E+02   -0.106375350952148429E+01    0.925620376765728059E+00    0.715644421577453671E+00    0.286999605596065521E+00    0.108530406485139386E+01
    0.719133076071739197E+02   -0.105448231697082506E+01    0.929008605778217311E+00    0.100317751407623290E+01    0.343685016036033630E+00    0.114314467794298569E+01
    0.638128772377967834E+02   -0.815326881408691362E+00    0.973813230991363521E+00    0.864738764762878476E+00    0.358058780431747437E+00    0.118791809881819077E+01
