    0.656008654641878906E+02   -0.981972311151209643E+00    0.962349789000822686E+00    0.914075132432230264E+00    0.298290206599348573E+00   -0.135346058079497631E+02
    0.670189709237718318E+02   -0.966569971622954993E+00    0.939001738104060291E+00    0.738596106461034241E+00    0.297714974977459967E+00   -0.126925826666065600E+02
    0.709261317850092325E+02   -0.892139024427348493E+00    0.965280004084195564E+00    0.745777529136345874E+00    0.291680708901689789E+00   -0.125873616564474773E+02
    0.714543241684644244E+02   -0.112197984812731044E+01    0.963953058088321546E+00    0.844999123361849569E+00    0.297727790646526269E+00   -0.119789343187868766E+02
    0.673698490373639629E+02   -0.125156008000195818E+01    0.958316072693260246E+00    0.777436227176856898E+00    0.306992237742168383E+00   -0.118523411000999062E+02
    0.658226647435074028E+02   -0.105037336902458289E+01    0.972908341250448894E+00    0.779417426785101064E+00    0.331916527375264114E+00   -0.115101308482665825E+02
    0.694013773729130037E+02   -0.100261036066260356E+01    0.955931920460745821E+00    0.801186805052728102E+00    0.339636389344968537E+00   -0.112515039617947217E+02
    0.653956300753070963E+02   -0.100444916102018489E+01    0.978207080030828013E+00    0.800319469398000805E+00    0.297283619798033194E+00   -0.111494197269492741E+02
    0.687169741432612398E+02   -0.954422720895927168E+00    0.945043764370825379E+00    0.837943598594869887E+00    0.288393317961350260E+00   -0.109514890621674077E+02
    0.713145525670313276E+02   -0.100038868675810066E+01    0.964688628333354004E+00    0.774570789657126113E+00    0.290048472729613704E+00   -0.109460755285184508E+02
    0.684331523228012486E+02   -0.795656142748762729E+00    0.949817283411358959E+00    0.840577407460547099E+00    0.306986678343990460E+00   -0.106828217049036827E+02
    0.668543969184343894E+02   -0.115853393006262562E+01    0.949818618850110208E+00    0.753200898404051356E+00    0.296664476822920742E+00   -0.106122238159193518E+02
    0.709624671772958919E+02   -0.106504442826421686E+01    0.973562972211339916E+00    0.747681692035753964E+00    0.310119977579854766E+00   -0.104817743229620195E+02
    0.676469333598044216E+02   -0.922280107153161222E+00    0.955288198923477605E+00    0.910814604053011845E+00    0.312429598165410050E+00   -0.104150511603492539E+02
    0.674020475715079925E+02   -0.110850285656091296E+01    0.960004198915442419E+00    0.711525196350428546E+00    0.324107555542401560E+00   -0.102160164007169172E+02
    0.703840656870068813E+02   -0.106301128688349000E+01    0.950990309713384496E+00    0.724598408074160760E+00    0.302202949687451428E+00   -0.991115980816949005E+01
    0.679491136887792209E+02   -0.111271991564459016E+01    0.960360989288626343E+00    0.708451715201736665E+00    0.320548151544179816E+00   -0.967427516278879196E+01
    0.649596299882938695E+02   -0.102605919215068320E+01    0.972621634351010789E+00    0.763695367356477028E+00    0.301070618053320471E+00   -0.965973495082083389E+01
    0.696959665662295862E+02   -0.974625968371441775E+00    0.959099599187123064E+00    0.833709123375609540E+00    0.334864840838600686E+00   -0.961941303527816771E+01
    0.656286934526204391E+02   -0.855113500382492342E+00    0.950364253178751284E+00    0.765075098822842969E+00    0.314220579325469984E+00   -0.950538320429959604E+01
    0.670481704485178938E+02   -0.882251734667926168E+00    0.963285289891139040E+00    0.808463400423116152E+00    0.333059960303034530E+00   -0.943503314528958725E+01
    0.660826135788134934E+02   -0.114622001449481647E+01    0.961315749448306445E+00    0.742512423477930339E+00    0.300136176040220026E+00   -0.937512168665009327E+01
    0.676018367457581206E+02   -0.104269482570882821E+01    0.955580657780468190E+00    0.906232497590378827E+00    0.315588994201446593E+00   -0.936114809206896048E+01
    0.663854258847060237E+02   -0.945821059333171510E+00    0.944025016021632801E+00    0.857898531251691354E+00    0.314396558610132493E+00   -0.922819327818540636E+01
    0.660304947691609954E+02   -0.100717096523811711E+01    0.964869316119639109E+00    0.852762478634664034E+00    0.289949796285853489E+00   -0.919751145895866351E+01
    0.665460665850616948E+02   -0.102005697869907763E+01    0.954210074261382823E+00    0.701628635310835524E+00    0.304643450885482170E+00   -0.919617770570455839E+01
    0.657369361547968225E+02   -0.111629676718906823E+01    0.967051637678390308E+00    0.856356472458146833E+00    0.301696728308202267E+00   -0.917590806514972357E+01
    0.663457017011316594E+02   -0.862006752593624581E+00    0.974026763355864689E+00    0.799017400503868713E+00    0.317460615596109608E+00   -0.915807248046758460E+01
    0.686000997081076775E+02   -0.904723572837317636E+00    0.975391873785995456E+00    0.837031637905026549E+00    0.322616177815237770E+00   -0.906390624614963336E+01
    0.642960736439957969E+02   -0.105349433191941300E+01    0.957521761007334882E+00    0.839868320070998542E+00    0.312923326996987994E+00   -0.905434011419154849E+01
    0.687200649532580030E+02   -0.114777305431394061E+01    0.950355832133202849E+00    0.793930422728897800E+00    0.326109662790369403E+00   -0.904896627681526056E+01
    0.698689524223040479E+02   -0.978824988288528264E+00    0.970088911784257713E+00    0.873568441728454048E+00    0.320512279450294479E+00   -0.903567726224056145E+01
    0.690950805846553067E+02   -0.106130659807262262E+01    0.956249316091889012E+00    0.707051027094158124E+00    0.319217182290393753E+00   -0.892430468557355105E+01
    0.655235699861139267E+02   -0.105518148666767320E+01    0.945360998191269508E+00    0.796459034681491818E+00    0.299901809358655069E+00   -0.891243689208636880E+01
    0.646472671311235274E+02   -0.111176153318238891E+01    0.961739046388246366E+00    0.826611638795421211E+00    0.313295315683967401E+00   -0.888103390750144328E+01
    0.671714411091750350E+02   -0.104716606653500710E+01    0.970462230098223300E+00    0.711246978797746454E+00    0.313827994814878608E+00   -0.876771745734072816E+01
    0.704577432900456841E+02   -0.869199775672525710E+00    0.953815581103953258E+00    0.754982548231435069E+00    0.305482739662405467E+00   -0.876116982334803751E+01
    0.686013349625235094E+02   -0.105683341223448024E+01    0.947781030277538683E+00    0.807851813228372295E+00    0.330814379071661113E+00   -0.870417930789568750E+01
    0.704764391248098008E+02   -0.113383875796825007E+01    0.967791266145522910E+00    0.837184650804136288E+00    0.309994033708065109E+00   -0.867222297441658974E+01
    0.665160258562437292E+02   -0.107175667897199678E+01    0.963547847313237282E+00    0.881171071785516014E+00    0.320712732370371234E+00   -0.858054169065575500E+01
    0.712727672879109804E+02   -0.902640636315465761E+00    0.958052570037664752E+00    0.818046998556465454E+00    0.318151800456609513E+00   -0.850384638277017046E+01
    0.670143944961088067E+02   -0.109128312679541128E+01    0.977386318114315977E+00    0.816477328138946912E+00    0.317024780006990248E+00   -0.845505917151317199E+01
    0.696237185927733861E+02   -0.108385592784204321E+01    0.970495487119649947E+00    0.761612502564013472E+00    0.295189913993508801E+00   -0.844103934425341862E+01
