    0.748937335610389709E+02   -0.648770618438720637E+00    0.927486072182655330E+00    0.102085315227508544E+01    0.358835056424140930E+00   -0.112583656775103719E+03   -0.621460743175560815E+01    1
    0.746471688151359558E+02   -0.795600509643554665E+00    0.924546518623828972E+00    0.102852229118347172E+01    0.354934491217136383E+00   -0.999706418050055561E+02   -0.621660743175561681E+01    1
    0.730361607670783997E+02   -0.126801214218139635E+01    0.927211802899837512E+00    0.101781190872192395E+01    0.256049782037734985E+00   -0.993863501891561896E+02   -0.621860743175561392E+01    1
    0.725083351135253906E+02   -0.683500099182128840E+00    0.932818151712417665E+00    0.101201445102691645E+01    0.367259524762630463E+00   -0.984452080366098272E+02   -0.622060743175561814E+01    1
    0.727059316635131836E+02   -0.643219661712646440E+00    0.988073271214962023E+00    0.654857912063598668E+00    0.373767159879207611E+00   -0.972100712592468739E+02   -0.622260743175562414E+01    1
    0.600863215327262878E+02   -0.135577025413513175E+01    0.932858639657497490E+00    0.103713616371154793E+01    0.317953616380691528E+00   -0.962346432790390054E+02   -0.622460743175562925E+01    1
    0.749141961336135864E+02   -0.628085756301879905E+00    0.953605468273162837E+00    0.101321746349334729E+01    0.354070194065570831E+00   -0.926689670880475944E+02   -0.622660743175562548E+01    1
    0.628209024667739868E+02   -0.132418174743652339E+01    0.931015430092811624E+00    0.663712587356567352E+00    0.371475353837013245E+00   -0.922050063213381321E+02   -0.622860743175562526E+01    1
    0.721684786677360535E+02   -0.644863510131835960E+00    0.930890260338783304E+00    0.972544422149658194E+00    0.254185780882835388E+00   -0.917640791118551391E+02   -0.623060743175562948E+01    1
    0.622507560253143311E+02   -0.650098228454589866E+00    0.922216559648513790E+00    0.655979647636413588E+00    0.355989024043083191E+00   -0.915750933947330594E+02   -0.623260743175562393E+01    1
    0.603921550512313843E+02   -0.643506669998168968E+00    0.987508322000503536E+00    0.669951930046081556E+00    0.356075614690780640E+00   -0.905400458418413194E+02   -0.623460743175563081E+01    1
    0.664686307311058044E+02   -0.139189281463623038E+01    0.952400190830230753E+00    0.103636645317077636E+01    0.257666133344173431E+00   -0.895831077588871807E+02   -0.623660743175562082E+01    1
    0.601473024487495422E+02   -0.126597571372985840E+01    0.963249534070491853E+00    0.992995109558105549E+00    0.259333923459053040E+00   -0.889101551289605538E+02   -0.623860743175562416E+01    1
    0.681399625539779663E+02   -0.627825260162353516E+00    0.939180516898632023E+00    0.102812832832336420E+01    0.258922502398490906E+00   -0.883748809995672531E+02   -0.624060743175563726E+01    1
    0.610741272568702698E+02   -0.138986816406249991E+01    0.927742808759212556E+00    0.728232421875000036E+00    0.356796905398368835E+00   -0.877803828611755534E+02   -0.624260743175562549E+01    1
    0.738689285516738892E+02   -0.131363568305969225E+01    0.976608454883098664E+00    0.100298630237579345E+01    0.259650252759456635E+00   -0.874266115987200294E+02   -0.624460743175562794E+01    1
    0.622960531711578369E+02   -0.717834281921386652E+00    0.969756157398223850E+00    0.103773604869842528E+01    0.357162684202194214E+00   -0.872896663132158181E+02   -0.624660743175561439E+01    1
    0.749636730551719666E+02   -0.102711415290832520E+01    0.935271595120430010E+00    0.657272233963012709E+00    0.374426789581775665E+00   -0.867969117921068687E+02   -0.624860743175559463E+01    1
    0.743850570917129517E+02   -0.707079315185546897E+00    0.941679759025573770E+00    0.102727953433990482E+01    0.269590482115745544E+00   -0.867196959439071549E+02   -0.625060743175561750E+01    1
    0.637087610363960266E+02   -0.606525516510009743E+00    0.980957562923431392E+00    0.648230018615722714E+00    0.366187602281570435E+00   -0.865398838810076825E+02   -0.625260743175562173E+01    1
    0.723361605405807495E+02   -0.135513749122619620E+01    0.920689949095249260E+00    0.806902327537536657E+00    0.366970345377922058E+00   -0.860292099806116539E+02   -0.625460743175560463E+01    1
    0.623778524994850159E+02   -0.935281705856323198E+00    0.969974136054515879E+00    0.102860409259796137E+01    0.369681052863597870E+00   -0.858727856137477659E+02   -0.625660743175562306E+01    1
    0.661937427520751953E+02   -0.948699474334716797E+00    0.920265485048294085E+00    0.103554946422576899E+01    0.358178250491619110E+00   -0.857541358250559256E+02   -0.625860743175563883E+01    1
    0.693216463923454285E+02   -0.719423484802246049E+00    0.932902945280075113E+00    0.996982183456420978E+00    0.251269780099391937E+00   -0.846281121027014933E+02   -0.626060743175564038E+01    1
    0.604419082403182983E+02   -0.679048824310302668E+00    0.933319067656993906E+00    0.990861024856567463E+00    0.283154614269733429E+00   -0.839162384843747020E+02   -0.626260743175563128E+01    1
    0.738833463191986084E+02   -0.137048258781433097E+01    0.980351754724979374E+00    0.645274009704589813E+00    0.359166540205478668E+00   -0.837731998330760490E+02   -0.626460743175563195E+01    1
    0.613099873065948486E+02   -0.927966022491454989E+00    0.922420572936534899E+00    0.103112939834594730E+01    0.286749377846717834E+00   -0.828971819597666695E+02   -0.626660743175561752E+01    1
    0.741753923892974854E+02   -0.106768198013305660E+01    0.922277454733848590E+00    0.910785903930664054E+00    0.368212297558784485E+00   -0.827917400442012905E+02   -0.626860743175560398E+01    1
    0.634114068746566772E+02   -0.612221956253051758E+00    0.950559462308883663E+00    0.982473912239074765E+00    0.258676774799823761E+00   -0.827321996574034273E+02   -0.627060743175561264E+01    1
    0.609311091899871826E+02   -0.625677251815795921E+00    0.993924125730991315E+00    0.648947134017944349E+00    0.331998080015182495E+00   -0.825186323169501463E+02   -0.627260743175561153E+01    1
    0.718528318405151367E+02   -0.619156074523925737E+00    0.981786566674709316E+00    0.993799057006836017E+00    0.355393879115581512E+00   -0.820916103480300450E+02   -0.627460743175562907E+01    1
    0.609761175513267517E+02   -0.845736980438232422E+00    0.968292033374309580E+00    0.101124278545379642E+01    0.259168632328510284E+00   -0.817822384469236283E+02   -0.627660743175563507E+01    1
    0.704457592964172363E+02   -0.136155161857604967E+01    0.933743996620178263E+00    0.967179360389709530E+00    0.256183177232742310E+00   -0.816205960603854521E+02   -0.627860743175562508E+01    1
    0.749818879365921021E+02   -0.122320737838745108E+01    0.921131682097911852E+00    0.646403136253356991E+00    0.274669095873832703E+00   -0.816179698832429068E+02   -0.628060743175561775E+01    1
    0.731019517779350281E+02   -0.790646743774414018E+00    0.930249239206314082E+00    0.988927354812622061E+00    0.360480599105358124E+00   -0.813732760004466940E+02   -0.628260743175562553E+01    1
