    0.713952308893203735E+02   -0.117608451843261719E+01    0.971640319824218723E+00    0.911805524826049818E+00    0.285368770360946655E+00   -0.266969308051257599E+03   -0.621460743175560815E+01    1
    0.697752401232719421E+02   -0.110840706825256330E+01    0.963134261667728420E+00    0.876666440963745131E+00    0.304736778140068054E+00   -0.122807743988523455E+03   -0.621660743175561681E+01    1
    0.703286781907081604E+02   -0.108447141647338863E+01    0.986013365983963053E+00    0.916669049263000524E+00    0.288085237145423889E+00   -0.101416994669639124E+03   -0.621860743175561392E+01    1
    0.706184417009353638E+02   -0.124659681320190430E+01    0.971028391718864459E+00    0.923351469039916939E+00    0.293646998703479767E+00   -0.992750720774222799E+02   -0.622060743175561814E+01    1
    0.716840493679046631E+02   -0.105293879508972155E+01    0.982952075898647304E+00    0.907516875267028844E+00    0.283994778990745544E+00   -0.782046958171879396E+02   -0.622260743175562414E+01    1
    0.691781473159790039E+02   -0.122036848068237291E+01    0.972177508175373073E+00    0.994157996177673420E+00    0.331641703844070435E+00   -0.751926933551021932E+02   -0.622460743175562925E+01    1
    0.727906617522239685E+02   -0.117092032432556148E+01    0.965066632330417673E+00    0.998511543273925772E+00    0.287449397146701813E+00   -0.712459210981361224E+02   -0.622660743175562548E+01    1
    0.748511615395545959E+02   -0.115374112129211426E+01    0.974715320467948954E+00    0.934634270668029732E+00    0.266712084412574768E+00   -0.691813007881399074E+02   -0.622860743175562526E+01    1
    0.679735153913497925E+02   -0.122081532478332511E+01    0.975354437232017535E+00    0.951411976814270033E+00    0.325233139097690582E+00   -0.639006458612432340E+02   -0.623060743175562948E+01    1
    0.747997525334358215E+02   -0.115627884864807129E+01    0.962123471200466152E+00    0.958667411804199232E+00    0.264416791498661041E+00   -0.626468193000000397E+02   -0.623260743175562393E+01    1
    0.630005013942718506E+02   -0.883916091918945268E+00    0.927092712819576281E+00    0.655219497680664120E+00    0.305057913064956665E+00   -0.556063845513663111E+02   -0.623460743175563081E+01    1
    0.699129465222358704E+02   -0.111896204948425293E+01    0.993650164902210253E+00    0.103317953586578382E+01    0.349215745925903320E+00   -0.539813645518849015E+02   -0.623660743175562082E+01    1
    0.645404505729675293E+02   -0.749235248565673806E+00    0.970365349650383013E+00    0.659853711128234877E+00    0.294111810624599457E+00   -0.527353282287881413E+02   -0.623860743175562416E+01    1
